Genero_Usuario,Edad_Usuario,Ciclo_Estacion_Retiro,Ciclo_Estacion_Arribo,Usage_Timestamp,Duration(Min)
M,30,13,27,2012-09-25 21:13:12.000,10.0
M,32,194,206,2012-09-26 08:37:22.000,18.2
F,62,16,253,2012-09-27 19:25:09.000,9.3
F,20,36,60,2012-09-28 17:06:56.000,4.5
F,25,41,3,2012-09-29 18:44:40.000,6.5
M,47,47,53,2012-10-01 21:05:20.000,15.0
M,33,47,49,2012-10-02 17:06:54.000,10.5
M,27,228,65,2012-10-03 18:04:25.000,28.4
M,34,193,222,2012-10-03 12:11:14.000,9.4
F,25,25,13,2012-10-04 11:19:59.000,7.3
F,43,20,16,2012-10-05 06:25:49.000,6.5
M,46,192,53,2012-10-07 14:49:01.000,12.4
M,36,29,17,2012-10-08 08:56:23.000,9.9
F,36,250,252,2012-10-09 09:02:19.000,4.4
M,32,17,17,2012-10-10 20:01:18.000,3.5
M,26,59,116,2012-10-11 20:40:34.000,13.0
F,59,36,69,2012-10-12 16:19:37.000,8.6
M,27,193,246,2012-10-13 16:09:56.000,19.1
M,51,45,38,2012-10-15 18:54:44.000,3.0
M,45,24,80,2012-10-16 11:23:16.000,13.0
M,49,24,16,2012-10-17 16:26:50.000,2.2
F,33,261,33,2012-10-18 17:19:58.000,6.0
M,30,14,11,2012-10-18 11:30:01.000,13.5
F,33,41,17,2012-10-19 08:26:19.000,11.7
F,40,25,65,2012-10-21 15:28:47.000,29.3
F,24,66,8,2012-10-22 09:35:50.020,27.3
M,40,17,87,2012-10-23 19:42:35.000,24.8
F,31,221,217,2012-10-24 18:41:47.000,20.9
M,56,71,80,2012-10-24 11:32:15.000,11.0
M,33,215,213,2012-10-25 08:36:45.000,4.9
F,22,54,64,2012-10-26 20:18:34.103,5.5
F,38,1,31,2012-10-27 10:13:38.000,8.5
M,40,32,13,2012-10-29 16:14:25.683,0.0
M,37,1,86,2012-10-30 19:14:34.000,5.3
M,27,74,51,2012-10-30 15:43:07.000,4.6
F,31,40,56,2012-10-31 09:15:18.000,4.1
M,27,221,199,2012-11-01 19:16:06.137,8.2
F,40,66,59,2012-11-02 11:51:02.000,11.6
M,32,212,209,2012-11-04 14:25:21.000,15.4
M,34,207,239,2012-11-05 14:14:06.000,6.8
M,28,84,82,2012-11-06 20:11:47.000,22.3
M,40,233,21,2012-11-07 19:34:28.000,33.7
M,19,211,246,2012-11-08 16:01:41.000,6.6
F,37,82,138,2012-11-08 19:17:33.000,18.8
M,33,29,44,2012-11-09 14:58:22.000,17.6
M,27,145,143,2012-11-10 13:51:58.000,9.6
M,35,80,145,2012-11-12 19:54:17.000,8.6
F,23,10,124,2012-11-13 17:56:49.000,17.5
M,23,86,16,2012-11-13 08:36:33.980,17.8
F,31,242,208,2012-11-14 19:37:57.000,12.3
F,30,36,66,2012-11-15 16:47:01.000,5.3
M,42,150,150,2012-11-15 12:01:03.000,51.1
M,32,39,131,2012-11-16 08:53:42.000,4.0
F,19,218,222,2012-11-18 16:52:29.000,18.6
F,35,71,56,2012-11-20 11:36:37.000,5.2
M,53,229,231,2012-11-20 18:15:07.000,7.3
M,43,109,95,2012-11-21 09:22:31.000,6.7
M,33,15,56,2012-11-22 22:08:21.000,5.6
M,36,37,136,2012-11-23 17:46:31.607,7.7
M,28,150,80,2012-11-23 11:28:57.000,7.8
M,30,12,51,2012-11-25 19:14:04.000,14.6
F,53,93,85,2012-11-26 09:32:51.000,22.5
M,22,252,30,2012-11-27 16:19:06.000,12.1
M,36,77,78,2012-11-27 11:35:43.000,1.4
M,38,261,252,2012-11-28 08:58:44.000,6.1
M,30,44,133,2012-11-29 20:45:36.000,21.5
M,37,68,77,2012-11-29 13:29:34.000,5.0
M,35,211,248,2012-11-30 09:13:25.000,5.9
M,50,45,86,2012-12-01 19:20:09.000,11.2
F,32,13,31,2012-12-03 18:12:23.000,10.3
M,33,154,147,2012-12-03 08:55:12.000,8.1
M,30,36,57,2012-12-04 21:14:52.000,3.1
M,28,46,34,2012-12-04 12:32:39.000,11.2
F,34,50,247,2012-12-05 07:55:06.000,13.8
M,29,69,114,2012-12-06 21:09:23.000,17.2
F,44,36,61,2012-12-06 11:17:08.000,5.7
F,21,146,151,2012-12-07 09:51:14.000,7.8
M,30,43,1,2012-12-08 08:40:32.000,15.8
F,36,246,146,2012-12-10 18:28:23.000,18.5
M,61,42,59,2012-12-10 14:29:15.000,8.0
M,22,166,167,2012-12-11 18:51:28.143,2.6
M,32,123,181,2012-12-12 18:42:21.000,23.6
M,38,74,64,2012-12-12 13:48:34.727,4.7
F,39,19,87,2012-12-13 20:01:27.000,17.8
M,35,154,145,2012-12-14 15:47:52.000,8.1
F,26,150,126,2012-12-14 15:09:40.000,14.4
M,36,172,173,2012-12-16 17:49:25.000,4.7
M,40,127,149,2012-12-17 20:37:20.000,9.4
F,48,80,62,2012-12-17 13:14:26.000,8.0
M,30,165,79,2012-12-18 09:53:24.000,11.7
M,43,113,33,2012-12-19 22:28:19.000,16.1
M,31,27,5,2012-12-19 12:53:58.000,8.0
M,29,36,225,2012-12-20 08:29:24.000,10.6
M,25,165,163,2012-12-21 09:48:26.000,2.0
F,33,150,80,2012-12-22 14:25:10.000,16.3
M,35,83,18,2012-12-24 09:29:49.000,10.4
M,30,3,261,2012-12-26 08:48:17.000,9.9
M,42,188,207,2012-12-27 14:43:25.000,23.0
M,37,119,41,2012-12-29 18:50:39.013,7.6
M,34,105,29,2012-12-31 08:20:48.000,11.6
M,47,38,58,2013-01-02 09:57:43.000,3.4
M,33,46,134,2013-01-03 09:12:19.000,10.3
M,26,45,172,2013-01-04 18:24:52.000,14.2
M,30,187,170,2013-01-05 16:03:49.000,9.8
M,36,219,22,2013-01-07 17:52:01.000,27.9
M,26,231,86,2013-01-07 22:22:01.463,18.0
M,34,18,1,2013-01-08 18:43:59.000,3.1
M,28,46,183,2013-01-09 18:38:47.000,11.7
M,39,47,261,2013-01-09 08:40:17.000,8.9
M,38,192,225,2013-01-10 20:50:23.000,5.0
M,53,144,139,2013-01-10 11:25:35.000,5.3
F,37,39,27,2013-01-11 09:13:06.000,8.6
M,35,38,63,2013-01-12 21:54:08.887,11.7
F,23,10,25,2013-01-13 11:54:49.000,28.9
F,26,1,18,2013-01-14 19:02:19.000,5.6
M,36,49,77,2013-01-15 18:12:08.110,8.9
M,25,144,17,2013-01-15 10:03:04.000,11.9
M,35,75,175,2013-01-16 15:56:47.000,7.1
M,60,146,247,2013-01-16 08:44:26.000,16.9
M,37,179,6,2013-01-17 20:12:39.000,14.9
M,39,17,31,2013-01-17 11:28:08.000,5.9
F,20,32,31,2013-01-18 08:56:18.000,8.0
M,21,258,53,2013-01-19 18:42:37.000,1.9
F,24,10,87,2013-01-20 10:13:44.000,16.6
M,52,80,18,2013-01-21 08:29:55.000,15.4
M,27,77,50,2013-01-22 09:45:11.000,7.0
M,28,185,175,2013-01-22 20:30:24.000,9.4
M,34,16,29,2013-01-23 19:29:56.000,13.8
F,50,76,57,2013-01-23 12:32:44.000,12.1
M,30,16,21,2013-01-24 09:44:39.000,5.5
M,42,1,113,2013-01-25 16:49:06.000,11.6
F,30,245,232,2013-01-25 15:13:39.000,14.4
M,23,176,83,2013-01-26 16:41:05.000,6.5
M,28,198,216,2013-01-28 17:50:14.000,7.2
M,26,33,7,2013-01-28 07:55:34.000,6.9
M,37,112,6,2013-01-29 16:52:07.000,10.4
M,24,70,148,2013-01-29 20:53:28.193,8.9
M,45,38,10,2013-01-30 19:16:11.000,18.8
M,32,39,45,2013-01-30 11:40:05.000,4.8
M,20,181,181,2013-01-31 19:00:54.000,3.7
M,49,181,64,2013-01-31 12:37:53.710,10.3
F,23,14,20,2013-02-01 18:44:58.000,10.5
M,37,131,155,2013-02-02 15:10:10.700,9.6
M,26,141,145,2013-02-04 21:44:48.490,479.1
M,30,58,261,2013-02-05 08:08:30.000,7.6
M,27,165,151,2013-02-05 14:28:49.000,3.7
F,41,15,18,2013-02-06 13:49:43.000,7.8
M,26,99,1,2013-02-07 15:58:49.000,19.1
M,43,29,55,2013-02-07 12:10:18.547,7.0
F,30,19,13,2013-02-08 15:58:24.000,10.1
F,30,154,173,2013-02-08 13:39:12.000,14.3
M,67,258,258,2013-02-09 10:26:52.000,44.2
M,28,23,25,2013-02-10 14:22:10.000,50.7
M,47,66,83,2013-02-11 09:15:24.000,6.0
M,65,239,241,2013-02-12 18:58:59.000,20.2
M,34,41,10,2013-02-12 09:25:20.000,5.3
M,29,137,137,2013-02-13 16:10:48.000,16.7
F,30,28,24,2013-02-13 07:07:40.000,2.4
M,28,186,185,2013-02-14 17:03:28.000,4.0
M,31,70,67,2013-02-14 14:10:31.000,5.3
M,31,98,10,2013-02-15 22:23:04.000,12.0
F,32,54,19,2013-02-15 11:19:59.000,14.4
M,57,31,4,2013-02-17 16:16:19.000,9.5
M,24,258,58,2013-02-18 16:17:06.000,8.8
M,40,257,32,2013-02-18 08:45:49.000,14.5
M,22,57,120,2013-02-19 16:23:45.000,14.0
F,33,18,1,2013-02-19 14:11:03.000,3.2
M,35,148,84,2013-02-20 21:25:31.000,20.3
M,48,66,152,2013-02-20 13:40:44.000,13.7
M,29,205,91,2013-02-21 23:10:02.000,26.9
M,17,8,15,2013-02-21 14:51:12.000,12.4
F,41,131,148,2013-02-22 22:08:45.000,11.1
F,31,70,60,2013-02-22 12:56:58.000,4.2
M,32,43,185,2013-02-24 16:24:09.003,33.2
F,23,25,27,2013-02-25 18:38:33.000,8.1
M,36,35,128,2013-02-25 07:25:11.000,3.8
M,29,176,50,2013-02-26 16:34:06.000,6.3
M,25,203,241,2013-02-26 08:24:58.000,7.9
M,37,258,49,2013-02-27 22:02:20.000,2.8
M,25,249,77,2013-02-28 18:35:47.000,22.7
M,43,28,239,2013-02-28 10:12:23.000,11.6
M,26,244,238,2013-03-01 13:40:35.000,14.5
M,50,60,6,2013-03-01 10:00:15.000,19.9
F,25,251,251,2013-03-02 12:28:23.000,106.5
F,38,23,115,2013-03-04 14:48:03.000,9.0
M,31,208,246,2013-03-04 08:38:50.000,12.4
M,24,150,154,2013-03-05 07:32:50.000,3.8
M,22,116,259,2013-03-05 19:41:42.000,8.2
F,36,176,36,2013-03-06 08:57:05.000,13.3
M,31,183,160,2013-03-06 14:02:50.000,3.5
F,31,199,205,2013-03-07 13:30:29.000,24.0
M,38,202,213,2013-03-07 17:51:53.000,9.0
M,39,126,127,2013-03-08 06:46:05.000,3.6
F,26,80,61,2013-03-09 16:01:01.000,5.4
M,52,12,39,2013-03-10 14:57:41.000,15.8
M,48,7,38,2013-03-11 14:19:13.000,6.6
M,22,96,104,2013-03-11 17:00:02.000,11.4
F,32,206,213,2013-03-12 20:50:09.680,5.5
M,46,145,32,2013-03-12 13:44:34.000,10.0
M,25,68,117,2013-03-13 23:53:34.000,9.2
F,31,186,185,2013-03-13 14:29:43.000,6.3
M,29,230,150,2013-03-14 19:00:38.510,22.2
F,33,209,228,2013-03-14 12:12:55.000,7.2
F,31,102,29,2013-03-15 08:39:26.000,11.0
M,47,208,241,2013-03-16 14:00:45.000,14.7
M,27,85,174,2013-03-18 20:59:09.000,3.3
M,22,72,72,2013-03-19 17:21:37.000,3.9
M,39,25,15,2013-03-19 14:49:20.000,5.3
F,29,4,222,2013-03-20 21:06:38.000,31.0
M,27,73,63,2013-03-20 15:10:34.350,2.8
M,33,21,35,2013-03-21 19:05:46.000,8.2
F,40,224,242,2013-03-21 10:57:45.000,12.6
M,39,197,46,2013-03-22 20:21:48.000,29.6
M,32,76,69,2013-03-23 16:19:30.000,2.2
F,28,80,175,2013-03-24 18:00:22.000,6.9
F,31,261,56,2013-03-25 17:15:08.000,7.0
F,31,64,134,2013-03-25 14:00:47.000,7.5
M,50,7,38,2013-03-26 12:38:00.000,4.2
M,28,169,78,2013-03-27 19:35:44.000,26.8
M,48,42,29,2013-03-27 09:09:31.000,14.4
M,43,240,150,2013-03-28 15:01:25.000,44.5
F,27,182,181,2013-03-30 20:04:11.523,7.4
F,35,9,16,2013-03-31 13:51:39.000,37.4
M,40,54,38,2013-04-01 19:42:36.000,2.9
M,33,235,35,2013-04-02 19:02:41.000,19.9
F,27,254,259,2013-04-02 07:46:17.000,3.4
M,35,16,116,2013-04-03 16:19:20.000,11.8
M,35,18,24,2013-04-03 15:00:09.000,3.7
F,33,164,155,2013-04-04 21:07:16.000,10.2
M,28,79,33,2013-04-04 14:13:41.000,10.1
M,21,75,190,2013-04-05 22:33:40.987,7.2
F,27,186,190,2013-04-05 14:42:45.000,4.9
M,37,12,15,2013-04-06 12:04:11.000,5.2
M,23,75,37,2013-04-08 20:19:48.000,10.0
M,38,81,67,2013-04-08 17:50:21.047,6.1
M,35,106,82,2013-04-09 12:19:59.000,11.6
M,35,21,144,2013-04-10 16:02:15.000,16.7
F,31,185,186,2013-04-10 21:07:30.290,6.7
F,27,54,78,2013-04-11 15:37:55.000,8.1
F,31,141,31,2013-04-11 21:10:50.603,12.1
M,28,150,152,2013-04-12 19:28:20.000,3.6
M,31,26,118,2013-04-12 09:31:07.000,4.1
M,68,61,84,2013-04-13 18:08:14.000,6.2
M,36,59,125,2013-04-14 15:23:07.937,14.6
M,26,230,226,2013-04-15 16:28:31.000,21.5
M,29,136,36,2013-04-15 07:40:18.000,11.5
M,28,112,123,2013-04-16 16:11:46.000,8.3
M,28,57,46,2013-04-16 09:45:58.000,4.1
M,37,231,245,2013-04-17 18:59:55.000,9.3
F,22,5,214,2013-04-17 10:50:07.000,19.6
M,41,35,32,2013-04-18 18:42:58.000,4.5
M,27,10,18,2013-04-18 08:55:16.000,7.5
M,18,173,66,2013-04-19 08:48:44.000,6.5
F,22,248,22,2013-04-19 16:52:26.000,6.8
F,33,217,36,2013-04-20 17:53:11.000,28.9
M,29,167,181,2013-04-21 15:07:01.000,4.2
M,38,108,96,2013-04-22 18:48:53.000,15.3
F,27,173,49,2013-04-22 09:55:15.000,11.6
M,36,7,2,2013-04-23 14:58:06.000,7.4
M,30,2,39,2013-04-23 07:12:18.000,7.7
M,20,37,39,2013-04-24 16:03:14.607,5.0
M,43,174,17,2013-04-24 08:14:39.000,14.2
M,32,208,250,2013-04-25 15:59:02.793,7.5
M,44,53,60,2013-04-25 13:41:17.000,19.8
F,26,199,74,2013-04-26 19:20:06.000,36.0
M,25,59,74,2013-04-26 14:37:23.000,5.3
F,61,175,125,2013-04-27 10:01:32.000,22.2
M,25,14,262,2013-04-28 14:11:06.000,36.6
M,39,3,16,2013-04-29 08:54:34.000,11.5
F,37,26,80,2013-04-29 18:31:46.000,23.1
M,37,219,237,2013-04-30 20:05:55.000,19.3
M,33,146,142,2013-04-30 13:53:33.103,19.1
F,34,61,77,2013-05-01 20:07:03.000,27.5
M,51,99,1,2013-05-02 15:57:00.000,17.1
M,28,35,263,2013-05-02 07:02:22.000,13.6
M,53,113,108,2013-05-03 15:31:39.000,3.5
M,28,268,266,2013-05-03 09:36:13.000,1.8
F,31,6,116,2013-05-04 15:44:20.000,7.4
M,28,142,117,2013-05-05 15:52:55.000,11.9
M,39,35,33,2013-05-06 16:07:03.000,4.0
M,28,115,19,2013-05-06 07:46:24.000,3.0
M,43,212,217,2013-05-07 18:17:58.000,11.0
M,45,194,24,2013-05-07 08:59:33.000,9.4
F,23,23,41,2013-05-08 18:08:50.547,15.1
M,34,146,162,2013-05-08 20:22:38.000,11.6
M,24,174,27,2013-05-08 11:44:16.000,8.0
F,22,97,183,2013-05-09 22:02:22.000,22.5
M,26,245,230,2013-05-09 14:07:32.000,11.5
M,33,253,33,2013-05-10 23:28:34.000,13.3
M,28,190,84,2013-05-10 10:17:20.887,7.7
M,30,49,62,2013-05-11 12:16:31.000,2.7
M,34,174,82,2013-05-12 12:58:28.000,32.5
M,49,67,61,2013-05-13 09:10:38.000,6.1
M,23,222,219,2013-05-14 16:20:20.000,8.1
F,26,101,91,2013-05-14 10:07:49.000,8.3
M,29,18,96,2013-05-15 18:11:24.000,20.0
M,23,36,21,2013-05-15 09:32:12.000,5.0
F,25,55,27,2013-05-15 13:19:05.000,15.8
F,28,36,28,2013-05-16 19:05:08.147,10.7
F,28,80,42,2013-05-16 14:54:13.000,16.0
M,32,52,52,2013-05-17 00:01:33.000,3.5
M,58,9,31,2013-05-17 14:57:06.000,32.8
F,42,15,19,2013-05-18 06:59:26.000,6.1
M,33,190,184,2013-05-19 08:58:19.000,4.9
M,17,181,79,2013-05-20 22:19:47.000,2.4
M,31,85,8,2013-05-20 13:55:45.000,4.4
M,26,40,66,2013-05-21 20:46:15.057,10.9
F,26,48,1,2013-05-21 08:21:11.000,13.7
M,24,18,18,2013-05-22 15:31:05.563,3.9
M,26,201,209,2013-05-22 08:10:44.000,13.1
F,26,139,142,2013-05-23 15:35:51.000,7.5
M,35,269,259,2013-05-23 07:58:57.000,4.9
F,31,167,172,2013-05-24 16:48:56.637,2.4
F,24,135,85,2013-05-24 06:45:48.000,13.2
M,36,99,3,2013-05-25 22:49:26.000,44.0
M,30,122,43,2013-05-26 10:26:01.000,7.0
M,52,16,13,2013-05-27 20:40:19.000,5.0
M,35,208,210,2013-05-27 13:56:12.000,7.5
F,44,107,101,2013-05-28 17:07:04.000,10.2
M,23,175,21,2013-05-28 07:32:01.083,15.8
F,31,31,161,2013-05-29 19:12:19.000,25.2
M,30,224,200,2013-05-29 09:12:25.000,4.5
F,52,15,3,2013-05-29 11:16:13.000,19.1
M,49,31,128,2013-05-30 22:10:00.000,6.7
M,46,31,30,2013-05-30 13:44:05.000,3.9
F,29,83,73,2013-05-31 16:13:47.000,6.5
M,34,256,85,2013-05-31 08:44:25.000,6.1
F,57,73,156,2013-06-01 23:23:13.000,9.5
M,54,213,237,2013-06-02 20:57:56.000,9.9
M,26,219,219,2013-06-03 18:24:14.000,3.1
M,34,210,213,2013-06-03 08:53:43.000,7.8
F,33,3,87,2013-06-03 13:10:45.000,33.9
M,33,27,133,2013-06-04 19:06:24.000,7.4
M,27,5,217,2013-06-04 15:30:29.177,17.0
M,37,158,139,2013-06-05 16:51:04.000,9.9
F,25,49,61,2013-06-05 06:47:02.000,5.7
M,30,256,263,2013-06-06 18:58:44.947,21.4
M,25,45,61,2013-06-06 19:50:45.000,4.4
M,34,41,131,2013-06-06 10:36:12.000,14.7
M,27,199,221,2013-06-07 09:21:43.000,7.0
M,30,63,86,2013-06-07 14:01:52.000,12.3
M,41,7,78,2013-06-08 19:54:58.000,16.5
M,33,134,47,2013-06-09 12:23:35.790,6.2
M,25,232,77,2013-06-10 20:51:33.753,16.7
F,27,195,192,2013-06-10 08:15:08.000,3.9
F,28,80,56,2013-06-11 15:49:00.000,10.8
F,38,49,64,2013-06-11 08:50:29.000,5.3
M,29,140,24,2013-06-12 15:56:40.000,11.7
M,27,6,86,2013-06-12 06:31:01.000,4.0
M,45,43,20,2013-06-13 15:54:46.000,37.6
F,27,56,63,2013-06-13 10:07:07.000,8.5
M,30,6,67,2013-06-14 17:31:53.150,17.5
M,32,149,165,2013-06-14 07:06:20.000,9.8
M,51,159,63,2013-06-15 20:40:40.880,11.9
M,29,99,26,2013-06-16 11:09:06.000,8.2
M,24,149,163,2013-06-17 21:00:58.970,9.5
M,43,24,30,2013-06-17 08:40:17.000,4.8
F,25,217,192,2013-06-18 18:33:30.000,7.3
M,22,241,21,2013-06-18 09:40:02.000,19.0
M,40,2,31,2013-06-18 10:45:23.000,7.9
M,40,213,210,2013-06-19 18:21:03.000,6.4
M,65,18,1,2013-06-19 09:37:02.000,4.5
M,47,43,65,2013-06-20 21:09:18.000,39.1
M,37,49,57,2013-06-21 15:49:32.000,14.3
M,32,127,136,2013-06-21 12:02:21.000,12.3
M,24,104,93,2013-06-22 12:21:19.000,11.3
M,25,149,138,2013-06-24 17:50:01.000,4.1
M,35,35,17,2013-06-24 09:16:35.000,4.2
M,29,59,135,2013-06-25 17:42:17.287,6.0
M,69,208,212,2013-06-25 20:04:29.000,12.9
M,21,211,201,2013-06-25 11:35:06.000,3.3
F,41,131,50,2013-06-26 23:20:48.000,11.4
M,27,70,27,2013-06-26 14:17:49.000,13.1
M,51,6,6,2013-06-27 17:22:50.000,5.4
M,33,53,190,2013-06-27 07:54:23.000,4.6
M,28,40,163,2013-06-28 18:34:28.000,11.5
M,33,207,28,2013-06-28 09:01:01.000,9.4
F,27,145,47,2013-06-28 12:23:18.000,12.3
F,30,7,32,2013-06-29 12:47:19.000,21.1
M,27,6,118,2013-06-30 12:51:56.000,18.4
M,33,64,76,2013-07-01 08:57:37.000,3.4
F,30,182,66,2013-07-01 19:12:51.793,17.1
M,28,248,211,2013-07-02 20:05:59.000,8.3
F,31,52,34,2013-07-02 08:56:05.000,16.0
F,52,16,22,2013-07-03 14:41:52.000,9.4
F,50,200,236,2013-07-03 09:17:37.000,11.9
M,33,70,50,2013-07-04 17:21:55.000,4.8
M,29,208,203,2013-07-04 08:51:21.000,4.7
M,25,222,72,2013-07-05 17:33:45.063,18.0
M,32,129,189,2013-07-05 10:04:28.000,13.7
M,21,144,182,2013-07-06 23:53:52.387,10.3
M,31,178,142,2013-07-07 22:58:12.350,10.3
F,34,66,69,2013-07-08 15:28:45.000,7.3
F,29,49,195,2013-07-08 09:58:38.000,11.2
F,28,7,43,2013-07-09 18:55:48.000,25.7
M,49,221,30,2013-07-09 19:46:43.000,21.9
M,32,38,182,2013-07-09 11:34:16.000,12.0
M,26,141,126,2013-07-10 21:52:56.000,4.7
M,40,56,71,2013-07-10 13:23:30.000,5.3
M,27,152,153,2013-07-11 17:27:06.000,1.8
F,29,48,76,2013-07-11 10:12:31.613,24.9
M,36,51,66,2013-07-12 19:05:14.260,6.9
M,53,37,120,2013-07-12 14:32:10.000,22.3
M,52,98,134,2013-07-13 13:08:01.000,18.4
F,43,88,112,2013-07-14 14:15:47.000,18.9
M,33,7,17,2013-07-15 21:39:02.000,4.6
M,23,232,217,2013-07-15 14:00:00.000,2.5
F,41,235,204,2013-07-16 17:07:49.000,15.9
M,28,206,222,2013-07-16 09:09:49.000,5.5
M,35,192,36,2013-07-17 15:58:39.210,32.3
F,27,57,250,2013-07-17 08:31:20.000,12.4
F,23,64,36,2013-07-18 16:29:32.000,7.8
M,30,10,28,2013-07-18 08:53:44.000,16.7
M,42,56,128,2013-07-19 14:59:47.000,8.9
M,38,41,18,2013-07-19 08:33:30.000,8.3
F,41,8,174,2013-07-20 10:41:28.000,14.2
F,26,229,228,2013-07-21 11:43:25.000,4.9
M,29,117,137,2013-07-22 21:04:56.000,7.5
F,29,228,246,2013-07-22 14:35:37.000,23.6
M,25,27,267,2013-07-23 16:25:08.000,11.7
M,35,134,145,2013-07-23 00:24:13.000,4.5
M,28,206,208,2013-07-24 18:40:35.000,4.5
M,50,208,45,2013-07-24 09:03:08.000,16.5
M,49,270,160,2013-07-24 13:03:57.000,6.3
M,30,59,84,2013-07-25 19:14:23.000,9.1
M,32,130,58,2013-07-25 14:48:57.000,13.8
M,53,222,238,2013-07-26 20:35:36.000,7.2
F,30,145,148,2013-07-26 14:17:51.000,3.7
F,23,80,129,2013-07-27 19:13:42.000,15.8
M,56,64,57,2013-07-28 18:01:16.000,6.2
M,25,27,1,2013-07-29 16:09:23.720,7.8
M,37,244,197,2013-07-29 10:07:36.000,4.6
F,25,57,108,2013-07-30 18:07:06.000,31.7
M,33,107,41,2013-07-30 19:35:31.000,18.4
F,20,24,30,2013-07-30 12:29:53.000,34.8
M,29,197,136,2013-07-31 22:39:52.000,22.0
M,31,266,18,2013-07-31 08:30:45.000,16.7
M,24,187,63,2013-08-01 14:33:56.000,8.4
M,55,153,153,2013-08-01 08:00:32.000,12.8
F,26,17,17,2013-08-02 16:06:10.000,36.0
F,28,135,116,2013-08-02 10:08:58.000,10.9
M,35,36,68,2013-08-03 15:50:35.000,5.5
M,23,107,55,2013-08-04 15:27:36.000,26.4
M,30,71,137,2013-08-05 18:14:26.000,12.8
F,24,18,264,2013-08-05 20:12:12.000,33.9
M,42,185,53,2013-08-05 13:09:15.000,4.7
F,18,135,190,2013-08-06 17:31:01.000,30.7
M,50,268,270,2013-08-06 11:13:13.000,6.5
F,24,213,213,2013-08-07 14:57:28.000,18.7
F,37,151,1,2013-08-07 09:33:52.000,19.5
F,24,27,37,2013-08-08 17:34:46.000,13.3
M,33,144,75,2013-08-08 20:11:10.797,20.4
F,53,156,76,2013-08-08 14:41:44.000,7.4
F,33,269,26,2013-08-09 22:22:43.000,11.3
M,31,224,21,2013-08-09 12:50:48.000,8.1
M,46,13,255,2013-08-10 11:27:34.000,11.5
F,40,226,220,2013-08-11 08:53:26.000,7.8
M,50,257,27,2013-08-12 21:43:07.000,8.8
F,21,3,29,2013-08-12 14:26:13.000,6.5
M,22,270,115,2013-08-13 20:56:20.000,8.0
M,29,208,198,2013-08-13 10:57:41.000,9.8
M,56,175,53,2013-08-14 17:39:59.000,10.5
M,42,11,260,2013-08-14 19:54:24.000,12.9
M,30,31,99,2013-08-14 14:34:51.000,10.1
M,35,59,75,2013-08-15 21:06:09.000,11.5
F,26,175,149,2013-08-15 08:13:57.000,13.1
M,26,134,56,2013-08-16 14:52:56.000,7.3
M,33,193,239,2013-08-16 08:22:59.000,7.4
M,33,8,97,2013-08-16 19:56:37.000,18.8
M,41,146,158,2013-08-17 12:29:09.000,8.8
F,27,154,145,2013-08-18 13:30:25.590,14.2
M,40,21,254,2013-08-19 20:39:08.000,17.9
F,26,261,98,2013-08-19 08:40:50.000,15.8
M,23,16,145,2013-08-20 18:12:02.000,7.1
M,29,135,139,2013-08-20 08:51:17.000,6.6
M,22,40,47,2013-08-20 11:59:52.000,3.7
M,41,97,87,2013-08-21 14:34:16.000,24.0
M,47,242,217,2013-08-21 07:34:46.000,10.0
F,27,72,75,2013-08-22 15:20:41.000,3.2
M,31,145,39,2013-08-22 10:05:21.000,9.9
M,30,204,206,2013-08-22 13:09:23.700,11.8
F,32,47,47,2013-08-23 21:35:47.000,4.8
F,22,206,235,2013-08-23 08:19:05.000,5.6
M,51,110,269,2013-08-24 23:24:18.000,16.9
M,25,133,27,2013-08-25 15:24:12.393,14.8
M,44,10,267,2013-08-26 15:34:32.000,22.1
F,20,183,139,2013-08-26 07:21:04.000,18.0
F,30,72,187,2013-08-27 14:56:42.000,7.4
F,29,258,80,2013-08-27 19:46:38.710,7.1
F,36,45,29,2013-08-27 18:24:39.017,14.9
M,52,229,209,2013-08-28 16:33:19.683,6.8
M,32,11,28,2013-08-28 10:26:09.000,7.9
F,30,5,24,2013-08-28 13:12:26.000,17.0
F,25,7,50,2013-08-29 21:32:36.000,10.8
M,39,45,76,2013-08-29 08:40:26.000,12.3
M,36,261,27,2013-08-30 17:09:07.000,9.3
M,39,20,22,2013-08-30 09:04:56.000,8.3
F,30,150,57,2013-08-30 10:33:32.000,10.0
M,41,263,27,2013-08-31 09:09:12.000,7.4
F,24,60,16,2013-09-01 10:30:17.000,12.4
M,32,109,65,2013-09-02 19:37:19.000,9.9
M,36,47,23,2013-09-02 08:07:33.000,6.0
F,46,36,50,2013-09-03 14:32:44.000,2.4
M,27,65,43,2013-09-03 09:00:08.000,4.8
F,26,150,59,2013-09-03 09:57:22.000,6.5
M,24,36,96,2013-09-04 19:56:10.000,25.0
M,28,85,6,2013-09-04 06:58:37.000,3.1
M,27,138,93,2013-09-05 17:15:29.000,27.0
F,38,171,167,2013-09-05 08:36:26.000,3.4
M,27,256,183,2013-09-05 10:58:19.000,5.8
M,25,195,227,2013-09-06 08:40:21.000,12.2
M,28,54,37,2013-09-07 15:11:12.690,3.8
M,66,18,17,2013-09-08 20:25:07.977,7.2
M,40,15,8,2013-09-09 13:22:07.000,7.1
M,33,13,269,2013-09-09 20:07:47.000,645.4
M,32,247,176,2013-09-10 22:36:27.000,10.5
