,Genero_Usuario,Edad_Usuario,Ciclo_Estacion_Retiro,Ciclo_Estacion_Arribo,Usage_Timestamp,Duration(Min)
478,F,50,41,5,2012-08-01 16:25:02.510,12.4
479,F,34,66,63,2012-08-03 15:56:45.000,10.1
480,M,25,10,1,2012-08-05 14:21:39.000,7.6
481,M,51,15,27,2012-08-07 17:48:10.000,8.9
482,M,38,38,36,2012-08-08 20:43:10.000,3.4
483,M,36,31,48,2012-08-09 11:57:34.000,15.5
484,M,33,41,10,2012-08-12 20:47:35.000,11.1
485,M,35,17,35,2012-08-14 18:34:53.000,4.5
486,M,24,68,85,2012-08-15 23:47:10.000,18.1
487,M,40,76,79,2012-08-16 19:32:19.237,3.3
488,F,43,51,38,2012-08-17 10:10:32.000,8.8
489,F,53,76,1,2012-08-20 19:44:47.000,24.2
490,M,41,41,19,2012-08-21 10:42:37.000,10.9
491,M,32,40,17,2012-08-23 15:58:26.000,4.4
492,M,47,45,64,2012-08-24 08:38:51.000,6.2
493,M,37,13,79,2012-08-27 16:24:54.707,9.4
494,M,27,1,17,2012-08-28 10:14:18.000,5.0
495,M,48,48,19,2012-08-29 14:31:57.000,12.4
496,M,25,81,71,2012-08-31 15:31:06.000,4.6
497,M,29,76,27,2012-09-01 12:43:37.000,12.7
498,M,58,56,56,2012-09-03 14:09:50.890,19.8
499,F,30,10,25,2012-09-05 15:40:35.000,6.4
500,M,24,72,13,2012-09-06 19:49:36.000,12.9
501,F,42,60,56,2012-09-07 14:31:33.760,12.0
502,M,32,56,78,2012-09-10 20:35:26.000,11.5
503,M,34,64,53,2012-09-11 08:35:20.000,8.9
504,M,26,28,85,2012-09-13 20:06:45.000,13.9
505,M,35,36,44,2012-09-14 12:29:37.000,2.1
506,M,30,3,34,2012-09-17 08:35:21.000,6.4
507,M,58,38,76,2012-09-18 19:05:14.000,21.9
508,F,55,211,211,2012-09-19 07:33:43.000,4.1
509,F,54,58,58,2012-09-20 16:51:56.000,19.2
510,F,31,17,8,2012-09-21 19:40:26.000,7.8
511,F,27,37,54,2012-09-22 19:53:42.000,4.6
512,M,24,32,24,2012-09-24 22:16:38.000,5.5
513,M,30,13,27,2012-09-25 21:13:12.000,10.0
514,M,32,194,206,2012-09-26 08:37:22.000,18.2
515,F,62,16,253,2012-09-27 19:25:09.000,9.3
516,F,20,36,60,2012-09-28 17:06:56.000,4.5
517,F,25,41,3,2012-09-29 18:44:40.000,6.5
518,M,47,47,53,2012-10-01 21:05:20.000,15.0
519,M,33,47,49,2012-10-02 17:06:54.000,10.5
520,M,27,228,65,2012-10-03 18:04:25.000,28.4
521,M,34,193,222,2012-10-03 12:11:14.000,9.4
522,F,25,25,13,2012-10-04 11:19:59.000,7.3
523,F,43,20,16,2012-10-05 06:25:49.000,6.5
524,M,46,192,53,2012-10-07 14:49:01.000,12.4
525,M,36,29,17,2012-10-08 08:56:23.000,9.9
526,F,36,250,252,2012-10-09 09:02:19.000,4.4
527,M,32,17,17,2012-10-10 20:01:18.000,3.5
528,M,26,59,116,2012-10-11 20:40:34.000,13.0
529,F,59,36,69,2012-10-12 16:19:37.000,8.6
530,M,27,193,246,2012-10-13 16:09:56.000,19.1
531,M,51,45,38,2012-10-15 18:54:44.000,3.0
532,M,45,24,80,2012-10-16 11:23:16.000,13.0
533,M,49,24,16,2012-10-17 16:26:50.000,2.2
534,F,33,261,33,2012-10-18 17:19:58.000,6.0
535,M,30,14,11,2012-10-18 11:30:01.000,13.5
536,F,33,41,17,2012-10-19 08:26:19.000,11.7
537,F,40,25,65,2012-10-21 15:28:47.000,29.3
538,F,24,66,8,2012-10-22 09:35:50.020,27.3
539,M,40,17,87,2012-10-23 19:42:35.000,24.8
540,F,31,221,217,2012-10-24 18:41:47.000,20.9
541,M,56,71,80,2012-10-24 11:32:15.000,11.0
542,M,33,215,213,2012-10-25 08:36:45.000,4.9
543,F,22,54,64,2012-10-26 20:18:34.103,5.5
544,F,38,1,31,2012-10-27 10:13:38.000,8.5
545,M,40,32,13,2012-10-29 16:14:25.683,0.0
546,M,37,1,86,2012-10-30 19:14:34.000,5.3
547,M,27,74,51,2012-10-30 15:43:07.000,4.6
548,F,31,40,56,2012-10-31 09:15:18.000,4.1
549,M,27,221,199,2012-11-01 19:16:06.137,8.2
550,F,40,66,59,2012-11-02 11:51:02.000,11.6
551,M,32,212,209,2012-11-04 14:25:21.000,15.4
552,M,34,207,239,2012-11-05 14:14:06.000,6.8
553,M,28,84,82,2012-11-06 20:11:47.000,22.3
554,M,40,233,21,2012-11-07 19:34:28.000,33.7
555,M,19,211,246,2012-11-08 16:01:41.000,6.6
556,F,37,82,138,2012-11-08 19:17:33.000,18.8
557,M,33,29,44,2012-11-09 14:58:22.000,17.6
558,M,27,145,143,2012-11-10 13:51:58.000,9.6
559,M,35,80,145,2012-11-12 19:54:17.000,8.6
560,F,23,10,124,2012-11-13 17:56:49.000,17.5
561,M,23,86,16,2012-11-13 08:36:33.980,17.8
562,F,31,242,208,2012-11-14 19:37:57.000,12.3
563,F,30,36,66,2012-11-15 16:47:01.000,5.3
564,M,42,150,150,2012-11-15 12:01:03.000,51.1
565,M,32,39,131,2012-11-16 08:53:42.000,4.0
566,F,19,218,222,2012-11-18 16:52:29.000,18.6
567,F,35,71,56,2012-11-20 11:36:37.000,5.2
568,M,53,229,231,2012-11-20 18:15:07.000,7.3
569,M,43,109,95,2012-11-21 09:22:31.000,6.7
570,M,33,15,56,2012-11-22 22:08:21.000,5.6
571,M,36,37,136,2012-11-23 17:46:31.607,7.7
572,M,28,150,80,2012-11-23 11:28:57.000,7.8
573,M,30,12,51,2012-11-25 19:14:04.000,14.6
574,F,53,93,85,2012-11-26 09:32:51.000,22.5
575,M,22,252,30,2012-11-27 16:19:06.000,12.1
576,M,36,77,78,2012-11-27 11:35:43.000,1.4
577,M,38,261,252,2012-11-28 08:58:44.000,6.1
578,M,30,44,133,2012-11-29 20:45:36.000,21.5
579,M,37,68,77,2012-11-29 13:29:34.000,5.0
580,M,35,211,248,2012-11-30 09:13:25.000,5.9
581,M,50,45,86,2012-12-01 19:20:09.000,11.2
582,F,32,13,31,2012-12-03 18:12:23.000,10.3
583,M,33,154,147,2012-12-03 08:55:12.000,8.1
584,M,30,36,57,2012-12-04 21:14:52.000,3.1
585,M,28,46,34,2012-12-04 12:32:39.000,11.2
586,F,34,50,247,2012-12-05 07:55:06.000,13.8
587,M,29,69,114,2012-12-06 21:09:23.000,17.2
588,F,44,36,61,2012-12-06 11:17:08.000,5.7
589,F,21,146,151,2012-12-07 09:51:14.000,7.8
590,M,30,43,1,2012-12-08 08:40:32.000,15.8
591,F,36,246,146,2012-12-10 18:28:23.000,18.5
592,M,61,42,59,2012-12-10 14:29:15.000,8.0
593,M,22,166,167,2012-12-11 18:51:28.143,2.6
594,M,32,123,181,2012-12-12 18:42:21.000,23.6
595,M,38,74,64,2012-12-12 13:48:34.727,4.7
596,F,39,19,87,2012-12-13 20:01:27.000,17.8
597,M,35,154,145,2012-12-14 15:47:52.000,8.1
598,F,26,150,126,2012-12-14 15:09:40.000,14.4
599,M,36,172,173,2012-12-16 17:49:25.000,4.7
600,M,40,127,149,2012-12-17 20:37:20.000,9.4
601,F,48,80,62,2012-12-17 13:14:26.000,8.0
602,M,30,165,79,2012-12-18 09:53:24.000,11.7
603,M,43,113,33,2012-12-19 22:28:19.000,16.1
604,M,31,27,5,2012-12-19 12:53:58.000,8.0
605,M,29,36,225,2012-12-20 08:29:24.000,10.6
606,M,25,165,163,2012-12-21 09:48:26.000,2.0
607,F,33,150,80,2012-12-22 14:25:10.000,16.3
608,M,35,83,18,2012-12-24 09:29:49.000,10.4
609,M,30,3,261,2012-12-26 08:48:17.000,9.9
610,M,42,188,207,2012-12-27 14:43:25.000,23.0
611,M,37,119,41,2012-12-29 18:50:39.013,7.6
612,M,34,105,29,2012-12-31 08:20:48.000,11.6
613,M,47,38,58,2013-01-02 09:57:43.000,3.4
614,M,33,46,134,2013-01-03 09:12:19.000,10.3
615,M,26,45,172,2013-01-04 18:24:52.000,14.2
616,M,30,187,170,2013-01-05 16:03:49.000,9.8
617,M,36,219,22,2013-01-07 17:52:01.000,27.9
618,M,26,231,86,2013-01-07 22:22:01.463,18.0
619,M,34,18,1,2013-01-08 18:43:59.000,3.1
620,M,28,46,183,2013-01-09 18:38:47.000,11.7
621,M,39,47,261,2013-01-09 08:40:17.000,8.9
622,M,38,192,225,2013-01-10 20:50:23.000,5.0
623,M,53,144,139,2013-01-10 11:25:35.000,5.3
624,F,37,39,27,2013-01-11 09:13:06.000,8.6
625,M,35,38,63,2013-01-12 21:54:08.887,11.7
626,F,23,10,25,2013-01-13 11:54:49.000,28.9
627,F,26,1,18,2013-01-14 19:02:19.000,5.6
628,M,36,49,77,2013-01-15 18:12:08.110,8.9
629,M,25,144,17,2013-01-15 10:03:04.000,11.9
630,M,35,75,175,2013-01-16 15:56:47.000,7.1
631,M,60,146,247,2013-01-16 08:44:26.000,16.9
632,M,37,179,6,2013-01-17 20:12:39.000,14.9
633,M,39,17,31,2013-01-17 11:28:08.000,5.9
634,F,20,32,31,2013-01-18 08:56:18.000,8.0
635,M,21,258,53,2013-01-19 18:42:37.000,1.9
636,F,24,10,87,2013-01-20 10:13:44.000,16.6
637,M,52,80,18,2013-01-21 08:29:55.000,15.4
638,M,27,77,50,2013-01-22 09:45:11.000,7.0
639,M,28,185,175,2013-01-22 20:30:24.000,9.4
640,M,34,16,29,2013-01-23 19:29:56.000,13.8
641,F,50,76,57,2013-01-23 12:32:44.000,12.1
642,M,30,16,21,2013-01-24 09:44:39.000,5.5
643,M,42,1,113,2013-01-25 16:49:06.000,11.6
644,F,30,245,232,2013-01-25 15:13:39.000,14.4
645,M,23,176,83,2013-01-26 16:41:05.000,6.5
646,M,28,198,216,2013-01-28 17:50:14.000,7.2
647,M,26,33,7,2013-01-28 07:55:34.000,6.9
648,M,37,112,6,2013-01-29 16:52:07.000,10.4
649,M,24,70,148,2013-01-29 20:53:28.193,8.9
650,M,45,38,10,2013-01-30 19:16:11.000,18.8
651,M,32,39,45,2013-01-30 11:40:05.000,4.8
652,M,20,181,181,2013-01-31 19:00:54.000,3.7
653,M,49,181,64,2013-01-31 12:37:53.710,10.3
654,F,23,14,20,2013-02-01 18:44:58.000,10.5
655,M,37,131,155,2013-02-02 15:10:10.700,9.6
656,M,26,141,145,2013-02-04 21:44:48.490,479.1
657,M,30,58,261,2013-02-05 08:08:30.000,7.6
658,M,27,165,151,2013-02-05 14:28:49.000,3.7
659,F,41,15,18,2013-02-06 13:49:43.000,7.8
660,M,26,99,1,2013-02-07 15:58:49.000,19.1
661,M,43,29,55,2013-02-07 12:10:18.547,7.0
662,F,30,19,13,2013-02-08 15:58:24.000,10.1
663,F,30,154,173,2013-02-08 13:39:12.000,14.3
664,M,67,258,258,2013-02-09 10:26:52.000,44.2
665,M,28,23,25,2013-02-10 14:22:10.000,50.7
666,M,47,66,83,2013-02-11 09:15:24.000,6.0
667,M,65,239,241,2013-02-12 18:58:59.000,20.2
668,M,34,41,10,2013-02-12 09:25:20.000,5.3
669,M,29,137,137,2013-02-13 16:10:48.000,16.7
670,F,30,28,24,2013-02-13 07:07:40.000,2.4
671,M,28,186,185,2013-02-14 17:03:28.000,4.0
672,M,31,70,67,2013-02-14 14:10:31.000,5.3
673,M,31,98,10,2013-02-15 22:23:04.000,12.0
674,F,32,54,19,2013-02-15 11:19:59.000,14.4
675,M,57,31,4,2013-02-17 16:16:19.000,9.5
676,M,24,258,58,2013-02-18 16:17:06.000,8.8
677,M,40,257,32,2013-02-18 08:45:49.000,14.5
678,M,22,57,120,2013-02-19 16:23:45.000,14.0
679,F,33,18,1,2013-02-19 14:11:03.000,3.2
680,M,35,148,84,2013-02-20 21:25:31.000,20.3
681,M,48,66,152,2013-02-20 13:40:44.000,13.7
682,M,29,205,91,2013-02-21 23:10:02.000,26.9
683,M,17,8,15,2013-02-21 14:51:12.000,12.4
684,F,41,131,148,2013-02-22 22:08:45.000,11.1
685,F,31,70,60,2013-02-22 12:56:58.000,4.2
686,M,32,43,185,2013-02-24 16:24:09.003,33.2
687,F,23,25,27,2013-02-25 18:38:33.000,8.1
688,M,36,35,128,2013-02-25 07:25:11.000,3.8
689,M,29,176,50,2013-02-26 16:34:06.000,6.3
690,M,25,203,241,2013-02-26 08:24:58.000,7.9
691,M,37,258,49,2013-02-27 22:02:20.000,2.8
692,M,25,249,77,2013-02-28 18:35:47.000,22.7
693,M,43,28,239,2013-02-28 10:12:23.000,11.6
694,M,26,244,238,2013-03-01 13:40:35.000,14.5
695,M,50,60,6,2013-03-01 10:00:15.000,19.9
696,F,25,251,251,2013-03-02 12:28:23.000,106.5
697,F,38,23,115,2013-03-04 14:48:03.000,9.0
698,M,31,208,246,2013-03-04 08:38:50.000,12.4
699,M,24,150,154,2013-03-05 07:32:50.000,3.8
700,M,22,116,259,2013-03-05 19:41:42.000,8.2
701,F,36,176,36,2013-03-06 08:57:05.000,13.3
702,M,31,183,160,2013-03-06 14:02:50.000,3.5
703,F,31,199,205,2013-03-07 13:30:29.000,24.0
704,M,38,202,213,2013-03-07 17:51:53.000,9.0
705,M,39,126,127,2013-03-08 06:46:05.000,3.6
706,F,26,80,61,2013-03-09 16:01:01.000,5.4
707,M,52,12,39,2013-03-10 14:57:41.000,15.8
708,M,48,7,38,2013-03-11 14:19:13.000,6.6
709,M,22,96,104,2013-03-11 17:00:02.000,11.4
710,F,32,206,213,2013-03-12 20:50:09.680,5.5
711,M,46,145,32,2013-03-12 13:44:34.000,10.0
712,M,25,68,117,2013-03-13 23:53:34.000,9.2
713,F,31,186,185,2013-03-13 14:29:43.000,6.3
714,M,29,230,150,2013-03-14 19:00:38.510,22.2
715,F,33,209,228,2013-03-14 12:12:55.000,7.2
716,F,31,102,29,2013-03-15 08:39:26.000,11.0
717,M,47,208,241,2013-03-16 14:00:45.000,14.7
718,M,27,85,174,2013-03-18 20:59:09.000,3.3
719,M,22,72,72,2013-03-19 17:21:37.000,3.9
720,M,39,25,15,2013-03-19 14:49:20.000,5.3
721,F,29,4,222,2013-03-20 21:06:38.000,31.0
722,M,27,73,63,2013-03-20 15:10:34.350,2.8
723,M,33,21,35,2013-03-21 19:05:46.000,8.2
724,F,40,224,242,2013-03-21 10:57:45.000,12.6
725,M,39,197,46,2013-03-22 20:21:48.000,29.6
726,M,32,76,69,2013-03-23 16:19:30.000,2.2
727,F,28,80,175,2013-03-24 18:00:22.000,6.9
728,F,31,261,56,2013-03-25 17:15:08.000,7.0
729,F,31,64,134,2013-03-25 14:00:47.000,7.5
730,M,50,7,38,2013-03-26 12:38:00.000,4.2
731,M,28,169,78,2013-03-27 19:35:44.000,26.8
732,M,48,42,29,2013-03-27 09:09:31.000,14.4
733,M,43,240,150,2013-03-28 15:01:25.000,44.5
734,F,27,182,181,2013-03-30 20:04:11.523,7.4
735,F,35,9,16,2013-03-31 13:51:39.000,37.4
736,M,40,54,38,2013-04-01 19:42:36.000,2.9
737,M,33,235,35,2013-04-02 19:02:41.000,19.9
738,F,27,254,259,2013-04-02 07:46:17.000,3.4
739,M,35,16,116,2013-04-03 16:19:20.000,11.8
740,M,35,18,24,2013-04-03 15:00:09.000,3.7
741,F,33,164,155,2013-04-04 21:07:16.000,10.2
742,M,28,79,33,2013-04-04 14:13:41.000,10.1
743,M,21,75,190,2013-04-05 22:33:40.987,7.2
744,F,27,186,190,2013-04-05 14:42:45.000,4.9
745,M,37,12,15,2013-04-06 12:04:11.000,5.2
746,M,23,75,37,2013-04-08 20:19:48.000,10.0
747,M,38,81,67,2013-04-08 17:50:21.047,6.1
748,M,35,106,82,2013-04-09 12:19:59.000,11.6
749,M,35,21,144,2013-04-10 16:02:15.000,16.7
750,F,31,185,186,2013-04-10 21:07:30.290,6.7
751,F,27,54,78,2013-04-11 15:37:55.000,8.1
752,F,31,141,31,2013-04-11 21:10:50.603,12.1
753,M,28,150,152,2013-04-12 19:28:20.000,3.6
754,M,31,26,118,2013-04-12 09:31:07.000,4.1
755,M,68,61,84,2013-04-13 18:08:14.000,6.2
756,M,36,59,125,2013-04-14 15:23:07.937,14.6
757,M,26,230,226,2013-04-15 16:28:31.000,21.5
758,M,29,136,36,2013-04-15 07:40:18.000,11.5
759,M,28,112,123,2013-04-16 16:11:46.000,8.3
760,M,28,57,46,2013-04-16 09:45:58.000,4.1
761,M,37,231,245,2013-04-17 18:59:55.000,9.3
762,F,22,5,214,2013-04-17 10:50:07.000,19.6
763,M,41,35,32,2013-04-18 18:42:58.000,4.5
764,M,27,10,18,2013-04-18 08:55:16.000,7.5
765,M,18,173,66,2013-04-19 08:48:44.000,6.5
766,F,22,248,22,2013-04-19 16:52:26.000,6.8
767,F,33,217,36,2013-04-20 17:53:11.000,28.9
768,M,29,167,181,2013-04-21 15:07:01.000,4.2
769,M,38,108,96,2013-04-22 18:48:53.000,15.3
770,F,27,173,49,2013-04-22 09:55:15.000,11.6
771,M,36,7,2,2013-04-23 14:58:06.000,7.4
772,M,30,2,39,2013-04-23 07:12:18.000,7.7
773,M,20,37,39,2013-04-24 16:03:14.607,5.0
774,M,43,174,17,2013-04-24 08:14:39.000,14.2
775,M,32,208,250,2013-04-25 15:59:02.793,7.5
776,M,44,53,60,2013-04-25 13:41:17.000,19.8
777,F,26,199,74,2013-04-26 19:20:06.000,36.0
778,M,25,59,74,2013-04-26 14:37:23.000,5.3
779,F,61,175,125,2013-04-27 10:01:32.000,22.2
780,M,25,14,262,2013-04-28 14:11:06.000,36.6
781,M,39,3,16,2013-04-29 08:54:34.000,11.5
782,F,37,26,80,2013-04-29 18:31:46.000,23.1
783,M,37,219,237,2013-04-30 20:05:55.000,19.3
784,M,33,146,142,2013-04-30 13:53:33.103,19.1
785,F,34,61,77,2013-05-01 20:07:03.000,27.5
786,M,51,99,1,2013-05-02 15:57:00.000,17.1
787,M,28,35,263,2013-05-02 07:02:22.000,13.6
788,M,53,113,108,2013-05-03 15:31:39.000,3.5
789,M,28,268,266,2013-05-03 09:36:13.000,1.8
790,F,31,6,116,2013-05-04 15:44:20.000,7.4
791,M,28,142,117,2013-05-05 15:52:55.000,11.9
792,M,39,35,33,2013-05-06 16:07:03.000,4.0
793,M,28,115,19,2013-05-06 07:46:24.000,3.0
794,M,43,212,217,2013-05-07 18:17:58.000,11.0
795,M,45,194,24,2013-05-07 08:59:33.000,9.4
796,F,23,23,41,2013-05-08 18:08:50.547,15.1
797,M,34,146,162,2013-05-08 20:22:38.000,11.6
798,M,24,174,27,2013-05-08 11:44:16.000,8.0
799,F,22,97,183,2013-05-09 22:02:22.000,22.5
800,M,26,245,230,2013-05-09 14:07:32.000,11.5
801,M,33,253,33,2013-05-10 23:28:34.000,13.3
802,M,28,190,84,2013-05-10 10:17:20.887,7.7
803,M,30,49,62,2013-05-11 12:16:31.000,2.7
804,M,34,174,82,2013-05-12 12:58:28.000,32.5
805,M,49,67,61,2013-05-13 09:10:38.000,6.1
806,M,23,222,219,2013-05-14 16:20:20.000,8.1
807,F,26,101,91,2013-05-14 10:07:49.000,8.3
808,M,29,18,96,2013-05-15 18:11:24.000,20.0
809,M,23,36,21,2013-05-15 09:32:12.000,5.0
810,F,25,55,27,2013-05-15 13:19:05.000,15.8
811,F,28,36,28,2013-05-16 19:05:08.147,10.7
812,F,28,80,42,2013-05-16 14:54:13.000,16.0
813,M,32,52,52,2013-05-17 00:01:33.000,3.5
814,M,58,9,31,2013-05-17 14:57:06.000,32.8
815,F,42,15,19,2013-05-18 06:59:26.000,6.1
816,M,33,190,184,2013-05-19 08:58:19.000,4.9
817,M,17,181,79,2013-05-20 22:19:47.000,2.4
818,M,31,85,8,2013-05-20 13:55:45.000,4.4
819,M,26,40,66,2013-05-21 20:46:15.057,10.9
820,F,26,48,1,2013-05-21 08:21:11.000,13.7
821,M,24,18,18,2013-05-22 15:31:05.563,3.9
822,M,26,201,209,2013-05-22 08:10:44.000,13.1
823,F,26,139,142,2013-05-23 15:35:51.000,7.5
824,M,35,269,259,2013-05-23 07:58:57.000,4.9
825,F,31,167,172,2013-05-24 16:48:56.637,2.4
826,F,24,135,85,2013-05-24 06:45:48.000,13.2
827,M,36,99,3,2013-05-25 22:49:26.000,44.0
828,M,30,122,43,2013-05-26 10:26:01.000,7.0
829,M,52,16,13,2013-05-27 20:40:19.000,5.0
830,M,35,208,210,2013-05-27 13:56:12.000,7.5
831,F,44,107,101,2013-05-28 17:07:04.000,10.2
832,M,23,175,21,2013-05-28 07:32:01.083,15.8
833,F,31,31,161,2013-05-29 19:12:19.000,25.2
834,M,30,224,200,2013-05-29 09:12:25.000,4.5
835,F,52,15,3,2013-05-29 11:16:13.000,19.1
836,M,49,31,128,2013-05-30 22:10:00.000,6.7
837,M,46,31,30,2013-05-30 13:44:05.000,3.9
838,F,29,83,73,2013-05-31 16:13:47.000,6.5
839,M,34,256,85,2013-05-31 08:44:25.000,6.1
840,F,57,73,156,2013-06-01 23:23:13.000,9.5
841,M,54,213,237,2013-06-02 20:57:56.000,9.9
842,M,26,219,219,2013-06-03 18:24:14.000,3.1
843,M,34,210,213,2013-06-03 08:53:43.000,7.8
844,F,33,3,87,2013-06-03 13:10:45.000,33.9
845,M,33,27,133,2013-06-04 19:06:24.000,7.4
846,M,27,5,217,2013-06-04 15:30:29.177,17.0
847,M,37,158,139,2013-06-05 16:51:04.000,9.9
848,F,25,49,61,2013-06-05 06:47:02.000,5.7
849,M,30,256,263,2013-06-06 18:58:44.947,21.4
850,M,25,45,61,2013-06-06 19:50:45.000,4.4
851,M,34,41,131,2013-06-06 10:36:12.000,14.7
852,M,27,199,221,2013-06-07 09:21:43.000,7.0
853,M,30,63,86,2013-06-07 14:01:52.000,12.3
854,M,41,7,78,2013-06-08 19:54:58.000,16.5
855,M,33,134,47,2013-06-09 12:23:35.790,6.2
856,M,25,232,77,2013-06-10 20:51:33.753,16.7
857,F,27,195,192,2013-06-10 08:15:08.000,3.9
858,F,28,80,56,2013-06-11 15:49:00.000,10.8
859,F,38,49,64,2013-06-11 08:50:29.000,5.3
860,M,29,140,24,2013-06-12 15:56:40.000,11.7
861,M,27,6,86,2013-06-12 06:31:01.000,4.0
862,M,45,43,20,2013-06-13 15:54:46.000,37.6
863,F,27,56,63,2013-06-13 10:07:07.000,8.5
864,M,30,6,67,2013-06-14 17:31:53.150,17.5
865,M,32,149,165,2013-06-14 07:06:20.000,9.8
866,M,51,159,63,2013-06-15 20:40:40.880,11.9
867,M,29,99,26,2013-06-16 11:09:06.000,8.2
868,M,24,149,163,2013-06-17 21:00:58.970,9.5
869,M,43,24,30,2013-06-17 08:40:17.000,4.8
870,F,25,217,192,2013-06-18 18:33:30.000,7.3
871,M,22,241,21,2013-06-18 09:40:02.000,19.0
872,M,40,2,31,2013-06-18 10:45:23.000,7.9
873,M,40,213,210,2013-06-19 18:21:03.000,6.4
874,M,65,18,1,2013-06-19 09:37:02.000,4.5
875,M,47,43,65,2013-06-20 21:09:18.000,39.1
876,M,37,49,57,2013-06-21 15:49:32.000,14.3
877,M,32,127,136,2013-06-21 12:02:21.000,12.3
878,M,24,104,93,2013-06-22 12:21:19.000,11.3
879,M,25,149,138,2013-06-24 17:50:01.000,4.1
880,M,35,35,17,2013-06-24 09:16:35.000,4.2
881,M,29,59,135,2013-06-25 17:42:17.287,6.0
882,M,69,208,212,2013-06-25 20:04:29.000,12.9
883,M,21,211,201,2013-06-25 11:35:06.000,3.3
884,F,41,131,50,2013-06-26 23:20:48.000,11.4
885,M,27,70,27,2013-06-26 14:17:49.000,13.1
886,M,51,6,6,2013-06-27 17:22:50.000,5.4
887,M,33,53,190,2013-06-27 07:54:23.000,4.6
888,M,28,40,163,2013-06-28 18:34:28.000,11.5
889,M,33,207,28,2013-06-28 09:01:01.000,9.4
890,F,27,145,47,2013-06-28 12:23:18.000,12.3
891,F,30,7,32,2013-06-29 12:47:19.000,21.1
892,M,27,6,118,2013-06-30 12:51:56.000,18.4
893,M,33,64,76,2013-07-01 08:57:37.000,3.4
894,F,30,182,66,2013-07-01 19:12:51.793,17.1
895,M,28,248,211,2013-07-02 20:05:59.000,8.3
896,F,31,52,34,2013-07-02 08:56:05.000,16.0
897,F,52,16,22,2013-07-03 14:41:52.000,9.4
898,F,50,200,236,2013-07-03 09:17:37.000,11.9
899,M,33,70,50,2013-07-04 17:21:55.000,4.8
900,M,29,208,203,2013-07-04 08:51:21.000,4.7
901,M,25,222,72,2013-07-05 17:33:45.063,18.0
902,M,32,129,189,2013-07-05 10:04:28.000,13.7
903,M,21,144,182,2013-07-06 23:53:52.387,10.3
904,M,31,178,142,2013-07-07 22:58:12.350,10.3
905,F,34,66,69,2013-07-08 15:28:45.000,7.3
906,F,29,49,195,2013-07-08 09:58:38.000,11.2
907,F,28,7,43,2013-07-09 18:55:48.000,25.7
908,M,49,221,30,2013-07-09 19:46:43.000,21.9
909,M,32,38,182,2013-07-09 11:34:16.000,12.0
910,M,26,141,126,2013-07-10 21:52:56.000,4.7
911,M,40,56,71,2013-07-10 13:23:30.000,5.3
912,M,27,152,153,2013-07-11 17:27:06.000,1.8
913,F,29,48,76,2013-07-11 10:12:31.613,24.9
914,M,36,51,66,2013-07-12 19:05:14.260,6.9
915,M,53,37,120,2013-07-12 14:32:10.000,22.3
916,M,52,98,134,2013-07-13 13:08:01.000,18.4
917,F,43,88,112,2013-07-14 14:15:47.000,18.9
918,M,33,7,17,2013-07-15 21:39:02.000,4.6
919,M,23,232,217,2013-07-15 14:00:00.000,2.5
920,F,41,235,204,2013-07-16 17:07:49.000,15.9
921,M,28,206,222,2013-07-16 09:09:49.000,5.5
922,M,35,192,36,2013-07-17 15:58:39.210,32.3
923,F,27,57,250,2013-07-17 08:31:20.000,12.4
924,F,23,64,36,2013-07-18 16:29:32.000,7.8
925,M,30,10,28,2013-07-18 08:53:44.000,16.7
926,M,42,56,128,2013-07-19 14:59:47.000,8.9
927,M,38,41,18,2013-07-19 08:33:30.000,8.3
928,F,41,8,174,2013-07-20 10:41:28.000,14.2
929,F,26,229,228,2013-07-21 11:43:25.000,4.9
930,M,29,117,137,2013-07-22 21:04:56.000,7.5
931,F,29,228,246,2013-07-22 14:35:37.000,23.6
932,M,25,27,267,2013-07-23 16:25:08.000,11.7
933,M,35,134,145,2013-07-23 00:24:13.000,4.5
934,M,28,206,208,2013-07-24 18:40:35.000,4.5
935,M,50,208,45,2013-07-24 09:03:08.000,16.5
936,M,49,270,160,2013-07-24 13:03:57.000,6.3
937,M,30,59,84,2013-07-25 19:14:23.000,9.1
938,M,32,130,58,2013-07-25 14:48:57.000,13.8
939,M,53,222,238,2013-07-26 20:35:36.000,7.2
940,F,30,145,148,2013-07-26 14:17:51.000,3.7
941,F,23,80,129,2013-07-27 19:13:42.000,15.8
942,M,56,64,57,2013-07-28 18:01:16.000,6.2
943,M,25,27,1,2013-07-29 16:09:23.720,7.8
944,M,37,244,197,2013-07-29 10:07:36.000,4.6
945,F,25,57,108,2013-07-30 18:07:06.000,31.7
946,M,33,107,41,2013-07-30 19:35:31.000,18.4
947,F,20,24,30,2013-07-30 12:29:53.000,34.8
948,M,29,197,136,2013-07-31 22:39:52.000,22.0
949,M,31,266,18,2013-07-31 08:30:45.000,16.7
950,M,24,187,63,2013-08-01 14:33:56.000,8.4
951,M,55,153,153,2013-08-01 08:00:32.000,12.8
952,F,26,17,17,2013-08-02 16:06:10.000,36.0
953,F,28,135,116,2013-08-02 10:08:58.000,10.9
954,M,35,36,68,2013-08-03 15:50:35.000,5.5
955,M,23,107,55,2013-08-04 15:27:36.000,26.4
956,M,30,71,137,2013-08-05 18:14:26.000,12.8
957,F,24,18,264,2013-08-05 20:12:12.000,33.9
